id;vzor;word
1692;51;srdcem
1693;51;stádem
1694;51;letadlem
1695;51;bludištěm
1696;51;úterkem
1697;51;perlami
1698;51;městy
1699;51;jelitem
1700;51;kachnami
1701;52;sněhulák
1702;52;pán
1703;52;příživník
1704;52;kostelník
1705;52;kocour
1706;52;krokodýl
1707;52;aligátor
1708;52;ledoborci
1709;52;slaneček
1710;52;pstruh
1711;52;medvěd
1712;52;ředitel
1713;52;předseda
1714;52;kolega
1715;52;pes
1716;52;kačer
1717;52;kohout
1718;52;prodavač
1719;52;soudce
1720;52;kadeřník
1721;52;mládenec
1722;52;hřebec
1723;52;strašák
1724;52;montér
1725;52;kos
1726;52;datel
1727;52;hlemýžď
1728;52;slimák
1729;52;plátce
1730;52;výrobce
1731;52;profesor
1732;52;lektor
1733;52;čtenář
1734;52;spisovatel
1735;52;pytlák
1736;52;správce
1737;52;organizátor
1738;52;ladič
1739;52;zajíc
1740;52;kreslič
1741;52;moderátor
1742;52;páv
1743;52;vědec
1744;52;skunk
1745;52;kozel
1746;52;býk
1747;52;hýkal
1748;52;duch
1749;52;hrobník
1750;52;horník
1751;52;klokan
1752;52;krocan
1753;52;uzenáči
1754;52;rodiče
1755;52;mikrobi
1756;52;bacili
1757;52;koníčci
1758;52;veteráni
1759;52;velikáni
1760;52;obři
1761;52;elf
1762;52;mužíček
1763;52;průvodce
1764;52;plaz
1765;53;vůz
1766;53;korál
1767;53;strom
1768;53;splav
1769;53;aplaus
1770;53;potlesk
1771;53;pruh
1772;53;karfiol
1773;53;dni
1774;53;dny
1775;53;uzenáče
1776;53;bacily
1777;53;kus
1778;53;tác
1779;53;kec
1780;53;blok
1781;53;mikroby
1782;53;ledoborce
1783;53;pařez
1784;53;brambor
1785;53;žaludek
1786;53;podbradek
1787;53;nos
1788;53;krk
1789;53;stojan
1790;53;sloup
1791;53;zámek
1792;53;parostroj
1793;53;cíl
1794;53;hrb
1795;53;jíl
1796;53;polštář
1797;53;hřebík
1798;53;šafrán
1799;53;ocún
1800;53;žebřík
1801;53;list
1802;53;sníh
1803;53;mrak
1804;53;zrak
1805;53;vrak
1806;53;prak
1807;53;krok
1808;53;rok
1809;53;skok
1810;53;dřep
1811;53;lep
1812;53;srp
1813;53;krb
1814;53;drb
1815;53;futrál
1816;53;počítač
1817;53;mobil
1818;53;telefon
1819;53;pohár
1820;53;boj
1821;53;cep
1822;53;cedník
1823;53;odtok
1824;53;tok
1825;53;potok
1826;53;průsmyk
1827;53;štěrk
1828;53;obličej
1829;53;rákos
1830;53;sok
1831;53;lok
1832;53;mok
1833;53;roztoč
1834;53;vir
1835;53;sýr
1836;53;tuk
1837;53;hokej
1838;53;sport
1839;53;fotbal
1840;53;roztok
1841;53;budík
1842;53;závěs
1843;53;přívěs
1844;53;žlab
1845;53;věk
1846;53;příběh
1847;53;drát
1848;53;buben
1849;53;kolík
1850;53;struník
1851;53;les
1852;53;dech
1853;53;řev
1854;53;sluha
1855;53;obřad
1856;53;rituál
1857;53;líc
1858;53;rub
1859;53;protiklad
1860;53;zánět
1861;53;podfuk
1862;53;lišejník
1863;54;láhev
1864;54;koloběžka
1865;54;sudlice
1866;54;sklenice
1867;54;ponožka
1868;54;žena
1869;54;dívka
1870;54;podkolenka
1871;54;Břeclav
1872;54;polévka
1873;54;vůně
1874;54;žízeň
1875;54;lžíce
1876;54;brambora
1877;54;koliba
1878;54;řeka
1879;54;stuha
1880;54;strouha
1881;54;fena
1882;54;kočka
1883;54;sešívačka
1884;54;matka
1885;54;žehlička
1886;54;polička
1887;54;síň
1888;54;saň
1889;54;tvář
1890;54;svačina
1891;54;magnolie
1892;54;bledule
1893;54;sukně
1894;54;halena
1895;54;polednice
1896;54;trubka
1897;54;kytara
1898;54;hudba
1899;54;nota
1900;54;sklizeň
1901;54;sláma
1902;54;kukuřice
1903;54;báje
1904;54;pověst
1905;54;linka
1906;54;koule
1907;54;mrkev
1908;54;zpovědnice
1909;54;Bible
1910;54;svíčka
1911;54;atmosféra
1912;54;lilie
1913;54;růže
1914;54;vichřice
1915;54;dálnice
1916;54;silnice
1917;54;palice
1918;54;vesna
1919;54;látka
1920;54;tkanina
1921;54;naplavenina
1922;54;vůle
1923;54;míle
1924;54;píle
1925;54;vačice
1926;54;pokladnice
1927;54;píseň
1928;54;tíseň
1929;54;kost
1930;54;plíseň
1931;54;cholera
1932;54;chřipka
1933;54;nenávist
1934;54;závist
1935;54;bolest
1936;54;piha
1937;54;bachyně
1938;54;srna
1939;54;sleva
1940;54;duha
1941;54;tuha
1942;54;vloha
1943;54;sojka
1944;54;puška
1945;54;vyrážka
1946;54;omítka
1947;54;rohož
1948;54;pec
1949;54;píce
1950;54;rokle
1951;54;líce
1952;54;hruška
1953;54;kuše
1954;54;krajka
1955;55;páže
1956;55;kotě
1957;55;mládě
1958;55;kolo
1959;55;molo
1960;55;pólo
1961;55;sólo
1962;55;moře
1963;55;kuře
1964;55;vejce
1965;55;máslo
1966;55;políbení
1967;55;trávení
1968;55;prostěradlo
1969;55;jídlo
1970;55;mýdlo
1971;55;sídlo
1972;55;pádlo
1973;55;jádro
1974;55;povětří
1975;55;větvoví
1976;55;soukolí
1977;55;lůno
1978;55;poleno
1979;55;rameno
1980;55;koleno
1981;55;léčení
1982;55;obinadlo
1983;55;obydlí
1984;55;ostružiní
1985;55;podhoubí
1986;55;prádlo
1987;55;sádlo
1988;55;madlo
1989;55;počasí
1990;55;trápení
1991;55;válení
1992;55;lišče
1993;55;slůně
1994;55;obilí
1995;55;býlí
1996;55;koření
1997;55;jehně
1998;55;vlče
1999;55;tlačítko
2000;55;razítko
2001;55;obecenstvo
2002;55;publikum
2003;55;rádio
2004;55;topení
2005;55;lupení
2006;55;rydlo
2007;55;výročí
2008;55;sele
2009;55;tele
2010;55;osle
2011;55;topůrko
2012;55;euro
2013;55;rozcestí
2014;55;přání
2015;55;tání
2016;55;strniště
2017;55;rumiště
2018;55;poupě
2019;55;pero
2020;55;švihadlo
2021;55;stavidlo
2022;55;odpoledne
2023;55;dopoledne
2024;55;jehličí
2025;55;štěně
2026;55;koště
2027;55;hřiště
2028;55;koupaliště
2029;55;mraveniště
2030;55;cvičiště
2031;55;citoslovce
2032;55;doupě
2033;55;křídlo
2034;55;učení
2035;55;křesadlo
2036;55;vyšívání
2037;55;pravidlo
2038;55;kormidlo
2039;55;medvídě
2040;55;ohniště
2041;55;ukazovátko
2042;55;párátko
2043;55;house
2044;55;zpívání
2045;55;pole
2046;55;role
2047;55;povříslo
2048;56;manžel
2049;56;anděl
2050;56;rorýs
2051;56;markýz
2052;56;dřevokaz
2053;56;medvěd
2054;56;člověk
2055;56;syn
2056;56;voják
2057;56;student
2058;56;host
2059;56;občan
2060;56;premiér
2061;56;pes
2062;56;vůl
2063;56;bratr
2064;56;ministr
2065;56;mistr
2066;56;inženýr
2067;56;doktor
2068;56;manažer
2069;56;netopýr
2070;56;kocour
2071;56;vezír
2072;56;upír
2073;56;dělník
2074;56;biolog
2075;56;chirurg
2076;56;vrah
2077;56;hoch
2078;56;syn
2079;56;bůh
2080;56;člověk
2081;56;bídník
2082;56;holub
2083;56;lev
2084;56;krokodýl
2085;56;osel
2086;56;pštros
2087;56;jestřáb
2088;56;voják
2089;56;čáp
2090;56;tetřev
2091;56;pes
2092;56;motýl
2093;56;kominík
2094;56;režisér
2095;56;zdravotník
2096;56;delfín
2097;56;kamenožrout
2098;56;obr
2099;56;duch
2100;56;smrtelník
2101;56;pracovník
2102;56;archa
2103;56;dar
2104;56;dub
2105;56;houf
2106;56;krok
2107;56;ring
2108;56;rosol
2109;56;rybíz
2110;56;sloup
2111;56;titul
2112;56;úhel
2113;56;útes
2114;56;živel
2115;56;leden
2116;56;únor
2117;56;duben
2118;56;listopad
2119;56;říjen
2120;56;dnešek
2121;56;pondělek
2122;56;včerejšek
2123;56;domov
2124;56;chléb
2125;56;kostel
2126;56;mlýn
2127;56;ostrov
2128;56;svět
2129;56;venkov
2130;56;chléb
2131;56;jazyk
2132;56;les
2133;56;oběd
2134;56;večer
2135;56;rybník
2136;56;zákon
2137;56;život
2138;56;Mělník
2139;56;Lipník
2140;56;Příbor
2141;56;Zábřeh
2142;56;dvůr
2143;56;javor
2144;56;komín
2145;56;popel
2146;56;plevel
2147;56;rubl
2148;56;tmel
2149;56;uhel
2150;56;chmel
2151;56;chodník
2152;56;ples
2153;56;sklep
2154;56;jez
2155;56;hotel
2156;56;rok
2157;56;případ
2158;56;stůl
2159;56;čas
2160;56;film
2161;56;domov
2162;56;systém
2163;56;rukáv
2164;56;vrtulník
2165;56;trajekt
2166;56;polibek
2167;56;stud
2168;56;nosník
2169;56;výskok
2170;56;potlesk
2171;56;aplaus
2173;56;pohár
2174;56;průmysl
2175;56;drb
2176;56;klub
2177;56;spolek
2178;56;srnec
2179;56;houbař
2180;56;cizinec
2181;56;rodič
2182;56;otec
2183;56;lovec
2184;56;blbec
2185;56;horolezec
2186;56;znalec
2187;56;chlapec
2188;56;nadšenec
2189;56;kůň
2190;56;král
2191;56;lyžař
2192;56;přítel
2193;56;sběratel
2194;56;jezdec
2195;56;vítěz
2196;56;lékař
2197;56;učitel
2198;56;krotitel
2199;56;malíř
2200;56;stavitel
2201;56;hasič
2202;56;surfař
2203;56;sportovec
2204;56;princ
2205;56;ředitel
2206;56;křemenáč
2207;56;měsíc
2208;56;kříž
2209;56;cíl
2210;56;oheň
2211;56;kašel
2212;56;míč
2213;56;štětec
2214;56;jetel
2215;56;palec
2216;56;klíč
2217;56;kotel
2218;56;pytel
2219;56;korbel
2220;56;svízel
2221;56;jitrocel
2222;56;jetel
2223;56;mandel
2224;56;šindel
2225;56;šťavel
2226;56;věrtel
2227;56;pantofel
2228;56;kašel
2229;56;obratel
2230;56;rikša
2231;56;bača
2232;56;maharádža
2233;56;nindža
2234;56;paša
2235;56;Nohavica
2236;56;houslista
2237;56;husita
2238;56;bandita
2239;56;kolega
2240;56;artista
2241;56;starosta
2242;56;sluha
2243;56;trumpetista
2244;56;nemluva
2245;56;traktorista
2246;56;gymnasta
2247;56;kanoista
2248;56;fotbalista
2249;56;cyklista
2250;56;hokejista
2251;56;vládce
2252;56;zákonodárce
2253;56;správce
2254;56;rádce
2255;56;zrádce
2256;56;vůdce
2257;56;dárce
2258;56;chlebodárce
2259;56;zákonodárce
2260;56;strážce
2261;56;strůjce
2262;56;svůdce
2263;56;tvůrce
2264;56;přímluvce
2265;56;poradce
2266;56;porotce
2267;56;průvodce
2268;56;soudce
2269;56;vojevůdce
2270;56;strojvůdce
2271;56;důchodce
2272;56;doba
2273;56;sklenka
2274;56;skupina
2275;56;hlava
2276;56;ruka
2277;56;noha
2278;56;květina
2279;56;hruška
2280;56;liška
2281;56;tepna
2282;56;doprava
2283;56;straka
2284;56;klávesa
2285;56;láska
2286;56;krása
2287;56;Afrika
2288;56;Evropa
2289;56;Amerika
2290;56;ryba
2291;56;skála
2292;56;moucha
2293;56;dívka
2294;56;žirafa
2295;56;strana
2296;56;stěna
2297;56;perla
2298;56;známka
2299;56;svíčka
2300;56;vosa
2301;56;babička
2302;56;škola
2303;56;mapa
2304;56;lopatka
2305;56;vidlička
2306;56;paleta
2307;56;cihla
2308;56;miska
2309;56;husa
2310;56;houba
2311;56;jahoda
2312;56;střecha
2313;56;chvíle
2314;56;práce
2315;56;židle
2316;56;klávesnice
2317;56;sukně
2318;56;nůše
2319;56;tabule
2320;56;koule
2321;56;ulice
2322;56;silnice
2323;56;Země
2324;56;žákyně
2325;56;naděje
2326;56;chůze
2327;56;jedle
2328;56;vesnice
2329;56;duše
2330;56;borovice
2331;56;střelnice
2332;56;židle
2333;56;chvíle
2334;56;čarodějnice
2335;56;chůze
2336;56;košile
2337;56;sazenice
2338;56;cibule
2339;56;fazole
2340;56;ovce
2341;56;slepice
2342;56;brusle
2343;56;mince
2344;56;orchidej
2345;56;skříň
2346;56;koupel
2347;56;tramvaj
2348;56;jabloň
2349;56;pánev
2350;56;kázeň
2351;56;drůbež
2352;56;dlaň
2353;56;mrkev
2354;56;ředkev
2355;56;hůl
2356;56;koroptev
2357;56;sklizeň
2358;56;postel
2359;56;hráz
2360;56;petržel
2361;56;pánev
2362;56;mrkev
2363;56;broskev
2364;56;větev
2365;56;stráň
2366;56;mez
2367;56;lahev
2368;56;báseň
2369;56;vášeň
2370;56;společnost
2371;56;věc
2372;56;smrt
2373;56;rukojeť
2374;56;místnost
2375;56;pověst
2376;56;radost
2377;56;část
2378;56;starost
2379;56;drzost
2380;56;bytost
2381;56;labuť
2382;56;obuv
2383;56;směs
2384;56;zeď
2385;56;bolest
2386;56;řeč
2387;56;vědomost
2388;56;příležitost
2389;56;lenost
2390;56;žádost
2391;56;povinnost
2392;56;nezbytnost
2393;56;hbitost
2394;56;věrnost
2395;56;letadlo
2396;56;pásmo
2397;56;kolo
2398;56;víno
2399;56;prádlo
2400;56;jídlo
2401;56;kolo
2402;56;okno
2403;56;auto
2404;56;město
2405;56;slunéčko
2406;56;jablko
2407;56;stádo
2408;56;letadlo
2409;56;počítadlo
2410;56;pravidlo
2411;56;prostěradlo
2412;56;zavazadlo
2413;56;procento
2414;56;ucho
2415;56;čelo
2416;56;koleno
2417;56;tričko
2418;56;stádo
2419;56;pivo
2420;56;strašidlo
2421;56;hnojiště
2422;56;bludiště
2423;56;Labe
2424;56;pracoviště
2425;56;letiště
2426;56;nebe
2427;56;staveniště
2428;56;bojiště
2429;56;srdce
2430;56;pole
2431;56;smetiště
2432;56;vřesoviště
2433;56;loviště
2434;56;slunce
2435;56;vejce
2436;56;jeviště
2437;56;hřiště
2438;56;schodiště
2439;56;kolejiště
2440;56;ohniště
2441;56;úložiště
2442;56;koupaliště
2443;56;paraple
2444;56;ovoce
2445;56;medvídě
2446;56;lvíče
2447;56;kotě
2448;56;slůně
2449;56;dítě
2450;56;štěně
2451;56;rajče
2452;56;ptáče
2453;56;koště
2454;56;vnouče
2455;56;jehně
2456;56;kuře
2457;56;sele
2458;56;hříbě
2459;56;mládě
2460;56;dvojče
2461;56;doupě
2462;56;rajče
2463;56;kůzle
2464;56;batole
2465;56;nemluvně
2466;56;prase
2467;56;klíště
2468;56;hrabě
2469;56;kníže
2470;56;poupě
2471;56;zelí
2472;56;uhlí
2473;56;vyučování
2474;56;zdraví
2475;56;cukroví
2476;56;dříví
2477;56;křoví
2478;56;nádraží
2479;56;znamení
2480;56;cvičení
2481;56;zábradlí
2482;56;náměstí
2483;56;vítězství
2484;56;stavení
2485;56;hedvábí
2486;56;údolí
2487;56;prostředí
2488;56;století
2489;56;období
2490;56;řízení
2491;56;pohoří
2492;56;vítězství
2493;56;odpuštění
2494;56;pokušení
2495;57;mladý
2496;57;starý
2497;57;nudný
2498;57;malá
2499;57;obrovské
2500;57;smutní
2501;57;veselá
2502;57;mrtvý
2503;57;živé
2504;57;bolestivý
2505;57;klidné
2506;57;tekutá
2507;57;plný
2508;57;plynný
2509;57;svérázná
2510;57;tvrdohlavý
2511;57;ošklivé
2512;57;zelený
2513;57;červené
2514;57;černý
2515;57;chlupaté
2516;57;chundelatý
2517;57;zrzavý
2518;57;rezavé
2519;57;klopýtavá
2520;57;skočný
2521;57;dřevěný
2522;57;kovová
2523;57;slizký
2524;57;telecí
2525;57;kůzlečí
2526;57;jarní
2527;57;pštrosí
2528;57;matčino
2529;57;Kubovo
2530;57;Tomášova
2531;57;sousedčin
2532;57;zloduchův
2533;57;magnetický
2534;57;oslí
2535;57;strmý
2536;57;kolmá
2537;57;hovězí
2538;57;jazykový
2539;57;podlé
2540;57;umdlívající
2541;57;couvající
2542;57;rákosový
2543;57;jelení
2544;57;kuní
2545;57;ostrá
2546;57;latinské
2547;57;starobylé
2548;57;zákonodárný
2549;57;odborná
2550;57;Popelčin
2551;57;běžící
2552;57;hasicí
2553;57;rosný
2554;57;žížalkovitá
2555;57;oválné
2556;57;reflexní
2557;57;předložený
2558;57;píďalkovitý
2559;57;srdčitá
2560;57;smrduté
2561;57;plastový
2562;57;králičí
2563;57;hedvábná
2564;57;popelavý
2565;57;netrpělivý
2566;57;gulášová
2567;57;pozorující
2568;57;pozorovatelský
2569;57;myslící
2570;57;kalendářní
2571;57;egoistické
2572;57;psí
2573;57;mývalí
2574;57;sloní
2575;57;vaječná
2576;57;molitanový
2577;57;natvrdlá
2578;57;dužnatý
2579;57;rourkovitá
2580;57;spletitý
2581;57;lesní
2582;57;luční
2583;57;polní
2584;57;srdečný
2585;57;polovičatá
2586;57;sedící
2587;57;výběrová
2588;57;okousaný
2589;57;Liduščin
2590;57;kocourova
2591;57;vyjevená
2592;57;Supermanův
2593;58;já
2594;58;ty
2595;58;on
2596;58;ona
2597;58;ono
2598;58;my
2599;58;vy
2600;58;oni
2601;58;ony
2602;58;se
2603;58;mne
2604;58;mě
2605;58;mně mi
2606;58;mnou
2607;58;tebe
2608;58;tě
2609;58;ti
2610;58;ty
2611;58;o tobě
2612;58;jím
2613;58;s ním
2614;58;jí
2615;58;ní
2616;58;o ní
2617;58;s ní
2618;58;jeho
2619;58;něho
2620;58;jej
2621;58;něj
2622;58;o něm
2623;58;jemu
2624;58;němu
2625;58;mu
2626;58;jím
2627;58;nás
2628;58;vás
2629;58;nám
2630;58;vám
2631;58;o vás
2632;58;o nás
2633;58;s námi
2634;58;s vámi
2635;58;jich
2636;58;nich
2637;58;jim
2638;58;nim
2639;58;je
2640;58;o nich
2641;58;s nimi
2642;58;jimi
2643;58;sebe
2644;58;sobě
2645;58;si
2646;58;o sobě
2647;58;s sebou
2648;58;mu
2649;58;ho
2650;58;sebou
2651;58;můj
2652;58;tvůj
2653;58;jeho
2654;58;její
2655;58;náš
2656;58;váš
2657;58;jejich
2658;58;svůj
2659;58;mého
2660;58;mému
2661;58;o mém
2662;58;s mým
2663;58;má
2664;58;moje
2665;58;mojí
2666;58;mého
2667;58;mé
2668;58;s mou
2669;58;s mými
2670;58;o mých
2671;58;mým
2672;58;tvá
2673;58;tvoje
2674;58;tvého
2675;58;tvému
2676;58;tvojí
2677;58;o tvém
2678;58;s tvým
2679;58;s tvou
2680;58;s tvojí
2681;58;tvých
2682;58;s tvými
2683;58;o tvých
2684;58;jejího
2685;58;s jejím
2686;58;o jejím
2687;58;jejímu
2688;58;jejími
2689;58;o jeho
2690;58;našeho
2691;58;o našem
2692;58;s naším
2693;58;o naši
2694;58;s naším
2695;58;našemu
2696;58;našim
2697;58;našich
2698;58;s našimi
2699;58;o našich
2700;58;vašeho
2701;58;vašemu
2702;58;vaší
2703;58;o vašem
2704;58;vaším
2705;58;s vaší
2706;58;s vaším
2707;58;vašim
2708;58;vaše
2709;58;s vašimi
2710;58;o vašich
2711;58;svá
2712;58;svoje
2713;58;své
2714;58;svého
2715;58;svému
2716;58;svou
2717;58;svoji
2718;58;o své
2719;58;o svém
2720;58;se svou
2721;58;se svojí
2722;58;se svým
2723;58;svých
2724;58;svým
2725;58;o svých
2726;58;se svými
2727;58;tvýma
2728;58;mýma
2729;58;svýma
2730;58;vašima
2731;58;ten
2732;58;tento
2733;58;tenhle
2734;58;tamten
2735;58;onen
2736;58;takový
2737;58;onaký
2738;58;týž
2739;58;tentýž
2740;58;sám
2741;58;toho
2742;58;ta
2743;58;to
2744;58;té
2745;58;tomu
2746;58;tu
2747;58;o tom
2748;58;o té
2749;58;s tím
2750;58;s tou
2751;58;ti
2752;58;ty
2753;58;ta
2754;58;těch
2755;58;těm
2756;58;o těch
2757;58;s těmi
2758;58;tento
2759;58;tato
2760;58;toto
2761;58;tomuto
2762;58;této
2763;58;tohoto
2764;58;tuto
2765;58;toto
2766;58;o tomto
2767;58;o této
2768;58;touto
2769;58;tímto
2770;58;tito
2771;58;tyto
2772;58;tato
2773;58;těchto
2774;58;těmto
2775;58;o těchto
2776;58;s těmito
2777;58;tenhle
2778;58;tahle
2779;58;tohle
2780;58;o tomhle
2781;58;tímhle
2782;58;touhle
2783;58;tihle
2784;58;tyhle
2785;58;těchhle
2786;58;těmhle
2787;58;tahle
2788;58;o těchhle
2789;58;s těmihle
2790;58;onoho
2791;58;onomu
2792;58;oné
2793;58;oním
2794;58;oněch
2795;58;oněm
2796;58;s oněmi
2797;58;o oněch
2798;58;o těch
2799;58;takový
2800;58;taková
2801;58;takové
2802;58;takového
2803;58;takovou
2804;58;o takových
2805;58;s takovými
2806;58;takovým
2807;58;táž
2808;58;tatáž
2809;58;totéž
2810;58;o témž
2811;58;s týmž
2812;58;tímtéž
2813;58;touž
2814;58;o týchž
2815;58;s týmiž
2816;58;sama
2817;58;samo
2818;58;samého
2819;58;samému
2820;58;samé
2821;58;o samém
2822;58;o samé
2823;58;samým
2824;58;samou
2825;58;o samých
2826;58;se samými
2827;58;samých
2828;58;samy
2829;58;sami
2830;58;kdo
2831;58;co
2832;58;jaký
2833;58;který
2834;58;čí
2835;58;koho
2836;58;komu
2837;58;o kom
2838;58;kým
2839;58;čeho
2840;58;čemu
2841;58;o čem
2842;58;čím
2843;58;která
2844;58;které
2845;58;kterému
2846;58;kterého
2847;58;kterou
2848;58;kterým
2849;58;kteří
2850;58;které
2851;58;kterých
2852;58;kterým
2853;58;o kterých
2854;58;kterými
2855;58;jakého
2856;58;jaké
2857;58;jakému
2858;58;o jakém
2859;58;o jaké
2860;58;jakou
2861;58;jakým
2862;58;jací
2863;58;jakým
2864;58;jaká
2865;58;o jakých
2866;58;jakými
2867;58;čího
2868;58;čímu
2869;58;o čí
2870;58;o čím
2871;58;čích
2872;58;čími
2873;58;kdopak
2874;58;copak
2875;58;kterýpak
2876;58;čípak
2877;58;jakýpak
2878;58;kdože
2879;58;cože
2880;58;kterýže
2881;58;jakýže
2882;58;číže
2883;58;kdopak
2884;58;kohopak
2885;58;komupak
2886;58;o kompak
2887;58;kýmpak
2888;58;jenž
2889;58;jemuž
2890;58;jejž
2891;58;jímž
2892;58;o němž
2893;58;jež
2894;58;jíž
2895;58;jehož
2896;58;jemuž
2897;58;o níž
2898;58;s jíž
2899;58;jichž
2900;58;o nichž
2901;58;jimiž
2902;58;jejž
2903;58;jejímuž
2904;58;jejímž
2905;58;jejímiž
2906;58;o jejíchž
2907;58;o jehož
2908;58;kdož
2909;58;kohož
2910;58;komuž
2911;58;o komž
2912;58;kýmž
2913;58;čehož
2914;58;čemuž
2915;58;o čemž
2916;58;čímž
2917;58;kterýmž
2918;58;kterýchž
2919;58;o kterémž
2920;58;kteréž
2921;58;kterémuž
2922;58;jakýž
2923;58;jakéhož
2924;58;jakémuž
2925;58;o jakémž
2926;58;jakýmiž
2927;58;o jakýchž
2928;58;jakáž
2929;58;jakéž
2930;58;někdo
2931;58;něco
2932;58;kdokoli
2933;58;cokoli
2934;58;kdekdo
2935;58;kdosi
2936;58;každý
2937;58;všechen
2938;58;ledakdo
2939;58;něčí
2940;58;cosi
2941;58;kterýsi
2942;58;jakýsi
2943;58;čísi
2944;58;leckdo
2945;58;lecco
2946;58;leckterý
2947;58;kohokoli
2948;58;komukoli
2949;58;o komkoli
2950;58;kýmkoli
2951;58;někoho
2952;58;někomu
2953;58;o někom
2954;58;někým
2955;58;něčeho
2956;58;něčemu
2957;58;o něčem
2958;58;něčím
2959;58;něčího
2960;58;něčímu
2961;58;něčích
2962;58;o něčích
2963;58;něčími
2964;58;některého
2965;58;některému
2966;58;o některé
2967;58;některou
2968;58;některými
2969;58;nějakému
2970;58;o nějakém
2971;58;nějakou
2972;58;o nějakých
2973;58;všeho
2974;58;o vší
2975;58;vším
2976;58;všechno
2977;58;všechna
2978;58;všemi
2979;58;každému
2980;58;o každé
2981;58;každou
2982;58;o každých
2983;58;nikdo
2984;58;nic
2985;58;ničí
2986;58;nijaký
2987;58;žádný
2988;58;nikoho
2989;58;nikomu
2990;58;o nikom
2991;58;nikým
2992;58;ničeho
2993;58;ničemu
2994;58;o ničem
2995;58;ničím
2996;58;nijaký
2997;58;nijakému
2998;58;o nijaké
2999;58;nijakou
3000;58;nijakým
3001;58;o nijakých
3002;58;nijakými
3003;58;ničího
3004;58;o ničím
3005;58;ničí
3006;58;žádného
3007;58;o žádné
3008;58;žádnou
3009;58;o žádných
3010;58;žádnými
3011;58;žádná
3012;59;jedna
3013;59;tři
3014;59;pět
3015;59;deset
3016;59;dvacet
3017;59;sto
3018;59;tisíc
3019;59;pětačtyřicet
3020;59;třicet sedm
3021;59;milion
3022;59;miliarda
3023;59;dvacet tisíc
3024;59;málo
3025;59;mnoho
3026;59;hodně
3027;59;dvaasedmdesát
3028;59;třicet šest
3029;59;čtyřicet sedm
3030;59;dvě pětiny
3031;59;jedna třetina
3032;59;šest sedmin
3033;59;několik
3034;59;tolik
3035;59;málo
3036;59;s málem
3037;59;první
3038;59;druhý
3039;59;třetí
3040;59;několikátý
3041;59;poprvé
3042;59;pátý
3043;59;sedmnáctý
3044;59;podruhé
3045;59;pošesté
3046;59;poněkolikáté
3047;59;posté
3048;59;tolikátý
3049;59;sedmý
3050;59;několikátý
3051;59;mnohý
3052;59;prvý
3053;59;stý
3054;59;druhá
3055;59;třicátá sedmá
3056;59;tisící
3057;59;čtyřicátá
3058;59;pátá
3059;59;osmé
3060;59;patnáctá
3061;59;devadesáté
3062;59;tolikátá
3063;59;osmá
3064;59;dvoustý
3065;59;dvoje
3066;59;troje
3067;59;čtvery
3068;59;trojí
3069;59;patery
3070;59;šestery
3071;59;tolikery
3072;59;sedmery
3073;59;několikery
3074;59;čtvero
3075;59;sedmero
3076;59;dvanáctero
3077;59;několikero
3078;59;patero
3079;59;troje
3080;59;desatero
3081;59;dvojí
3082;59;několikerý
3083;59;devatery
3084;59;šesterý
3085;59;tolikero
3086;59;mnoho
3087;59;dvě stě třicet dva
3088;59;několik
3089;59;kolikery
3090;59;šestadvacátá
3091;59;jednou
3092;59;dvakrát
3093;59;dvojnásobně
3094;59;dvakrát tak
3095;59;několikrát
3096;59;šestkrát
3097;59;tolikrát
3098;59;mnohokrát
3099;59;hodněkrát
3100;59;málokrát
3101;59;stokrát
3102;59;stonásobný
3103;59;milionkrát
3104;59;šedesátkrát
3105;59;čtyřnásobný
3106;59;trojnásobný
3107;59;dvěstěkrát
3108;59;třistakrát
3109;59;šestinásobná
3110;59;trojnásobná
3111;59;jedenkrát
3112;59;třikrát
3113;59;tisíckrát
3114;59;jedinkrát
3115;59;několikanásobný
3116;59;po dvou
3117;59;obojí
3118;59;oboje
3119;59;oba
3120;59;sedm osmin
3121;60;růst
3122;60;plést
3123;60;smést
3124;60;vnést
3125;60;snést
3126;60;kvete
3127;60;přede
3128;60;vézt
3129;60;lézt
3130;60;nalézt
3131;60;odnést
3132;60;zamést
3133;60;zarůst
3134;60;rozkvést
3135;60;klást
3136;60;mást
3137;60;pást
3138;60;krást
3139;60;plést
3140;60;mést
3141;60;kvést
3142;60;hníst
3143;60;růst
3144;60;vést
3145;60;číst
probrat
3146;60;ustlat
3147;60;sebrat
3148;60;řvát
3149;60;prát
3150;60;přijmout
3151;60;loupat
3152;60;brát
3153;60;cpát
3154;60;rvát
3155;60;žrát
3156;60;stlát
3157;60;pozvat
3158;60;ozvat
3159;60;klepat
3160;60;hrabat
3161;60;zabrat
3162;60;napsat
3163;60;plakat
3164;60;psát
3165;60;navázat
3166;60;přivázat
3167;60;lízat
3168;60;kázat
3169;60;vzkázat
3170;60;vázat
3171;60;obvázat
3172;60;utéci
3173;60;neutéci
3174;60;pomoct
3175;60;svléct
3176;60;obléct
3177;60;vyvléct
3178;60;dotlouct
3179;60;téct
3180;60;protéct
3181;60;odvléct
3182;60;rozmoct
3183;60;upekl
3184;60;vléct
3185;60;téct
3186;60;síct
3187;60;otevřít
3188;60;prostřít
3189;60;odřít
3190;60;uzavřít
3191;60;pozřít
3192;60;přetřít
3193;60;třít
3194;60;zavřít
